attack	attack_cost	attack_text	back_flavor	back_link	back_name	back_text	back_traits	base_threat	base_threat_fixed	boost	boost text	boost_text	card_set_code	code	cost	deck_limit	deck_options	deck_requirements	defense	double_sided	duplicate_of	escalation_threat	escalation_threat_fixed	faction_code	flavor	hand_size	health	health_per_hero	hidden	illustrator	is_unique	name	octgn_id	pack_code	pack_name	permanent	position	quantity	recover	resource_energy	resource_mental	resource_physical	resource_wild	schema_text	scheme	scheme text	scheme_acceleration	scheme_amplify	scheme_boost	scheme_crisis	scheme_hazard	scheme_text	set_code	set_name	set_position	spoiler	stage	subname	text	threat	threat_fixed	thwart	thwart_cost	traits	type_code
				16062b				0						16062a						True				encounter	<i>The Badoon have punctured through Earth's defenses! Beat them back before it's too late.</i>							Protect the Planet	7cf8b2b1-cd92-428b-ab4a-9a53f35964d5	gmw	Galaxy's Most Wanted		62	1															brotherhood_of_badoon	Brotherhood Of Badoon	5		2		<b>When Revealed:</b> Resolve the Badoon Ship's "Charge Up" ability.	0					main_scheme
								4						16062b						True		2		encounter								Protect the Planet	7cf8b2b1-cd92-428b-ab4a-9a53f35964d5	gmw	Galaxy's Most Wanted		62	1															brotherhood_of_badoon	Brotherhood Of Badoon	5		2		<b>[star] Forced Response:</b> After resolving step one of the villain phase, resolve the Badoon Ship's "Charge Up" ability.\n<b>First Player Action:</b> Exhaust the Milano → choose to either remove 3 threat from this scheme or deal 3 damage to a minion.\n<b>If this stage is completed, the players lose the game.</b>	8					main_scheme
														16063										encounter	<b><i>The Brotherhood of Badoon's ship is charging its cannons for a devastating attack against the heroes on the ground below.</i></b>						True	Badoon Ship	52b61a7d-8483-4e59-90d9-9064d0aac8fa	gmw	Galaxy's Most Wanted		63	1															brotherhood_of_badoon	Brotherhood Of Badoon	6				<i>Charge Up</i> — <b>Special:</b> Place 1 barrage counter here. Then, if there are 4 or more barrage counters here, deal 2 indirect damage to each player and remove all barrage counters from here.					Aerial. Vehicle.	environment
										3				16064										encounter							True	Drang's Spear	37af4d54-6c28-463c-a3e0-d7e332ee5d1d	gmw	Galaxy's Most Wanted		64	1															brotherhood_of_badoon	Brotherhood Of Badoon	7				Attach to Drang.\nDrangs gains stalwart. (He cannot be stunned or confused.)\n<b>Hero Action:</b> Spend [mental][physical][physical] resources → discard this card.					Weapon.	attachment
1												Resolve the Badoon Ship's "Charge Up" ability.		16065										encounter			3					Badoon Engineer	7ea9bfba-1880-4547-a31c-ca620d47ce07	gmw	Galaxy's Most Wanted		65	2							2								brotherhood_of_badoon	Brotherhood Of Badoon	8				<b>[star] Forced Response:</b> After Badoon Engineer engages you or activates against you, resolve the Badoon Ship's "Charge Up" ability.					Badoon.	minion
								2	True	1				16066										encounter								Blockade	98569272-fc93-4db4-bfba-d50c309ceada	gmw	Galaxy's Most Wanted		66	1												1			brotherhood_of_badoon	Brotherhood Of Badoon	10				Hinder 2[per_hero]. <i>(When revealed, place 2[per_hero] threat here.)</i>\n<b>First Player Action:</b> Exhaust the Milano → remove 3 threat from this scheme.						side_scheme
								3		2				16067										encounter								Bombardment	424240f0-056e-4077-a5e8-647cec3cda97	gmw	Galaxy's Most Wanted		67	1															brotherhood_of_badoon	Brotherhood Of Badoon	11				<b>Forced Response:</b> After resolving step one of the villain phase, resolve the Badoon Ship's "Charge Up" ability.\n<b>First Player Action:</b> Exhaust the Milano → remove 3 threat from this scheme.						side_scheme
								1	True	1				16068										encounter								Oppressive Armada	6d37b06f-d33e-4e26-917d-6e1e01cbddb5	gmw	Galaxy's Most Wanted		68	1													1		brotherhood_of_badoon	Brotherhood Of Badoon	12				Hinder 3[per_hero]. <i>When revealed, place 3[per_hero] threat here.)</i>\n<b>First Player Action:</b> Exhaust the Milano → remove 3 threat from this scheme.						side_scheme
								3		3				16069										encounter								Spatial Positioning	a022d28c-da39-40ff-86ac-545ac716782a	gmw	Galaxy's Most Wanted		69	1										1					brotherhood_of_badoon	Brotherhood Of Badoon	13				<b>First Player Action:</b> Exhaust the Milano → remove 3 threat from this scheme.						side_scheme
1														16070										encounter	<b><i>"I have a display case ready and waiting for our newest acquisitions!"</i></b>		13	True			True	Collector	5d58f3a0-f5e3-4754-847a-fa7bcc9ea5a2	gmw	Galaxy's Most Wanted		70	1							2								collector1	Collector 1	1		1		<b>Forced Interrupt:</b> When a card <i>(player or encounter)</i> would be placed into a discard pile from play, put it faceup into The Collection instead.					Elder.	villain
2														16071										encounter			14	True			True	Collector	6f42f3a5-dd72-434f-90f6-6613aba7794a	gmw	Galaxy's Most Wanted		71	1							3								collector1	Collector 1	2		2		<b>When Revealed:</b> In player order, each player must choose to either put the top card of their deck faceup into The Collection or take 3 damage.\n<b>Forced Interrupt:</b> When a card <i>(player or encounter)</i> would be placed into a discard pile from play, put it faceup into The Collection instead.					Elder.	villain
3														16072										encounter			18	True			True	Collector	969e88ce-859b-41da-99cb-ded219009ac4	gmw	Galaxy's Most Wanted		72	1							4								collector1	Collector 1	3		3		<b>When Revealed:</b> Put the top card of each player's deck faceup into The Collection. Place 1 threat on the main scheme for each card in The Collection.\n<b>Forced Interrupt:</b> When a card would be placed into a discard pile from play, put it faceup into The Collection instead, then place 1 threat on the main scheme.					Elder.	villain
				16073b				0						16073a						True				encounter								The Grand Collection	fbd98e39-52f9-4a87-83f5-4e47d4b998d9	gmw	Galaxy's Most Wanted		73	1															collector1	Collector 1	4		1		<b>Contents:</b> Collector (I) and Collector (II). <i>(Collector (II) and Collector (III) instead for expert mode.)</i> Infiltrate the Museum, Galactic Artifacts, and Standard encounter sets. One modular encounter set <i>(Menagerie Medley).</i>\n<b>Setup:</b> Create "The Collection" game area <i>(see insert for details).</i> Put the top card of each player's deck faceup into The Collection.	0					main_scheme
								4						16073b						True		1		encounter								The Grand Collection	fbd98e39-52f9-4a87-83f5-4e47d4b998d9	gmw	Galaxy's Most Wanted		73	1															collector1	Collector 1	4		1		<b>Hero Action:</b> Choose to either exhaust your hero or spend 2 resources of any type → discard 1 card from The Collection <i>(to its owner's discard pile).</i> (Limit once per round per player.)\n<b>If there are at least 5[per_hero] cards in The Collection or if this stage is completed, the players lose the game.</b>	10					main_scheme
										1		After this activation ends, reveal this card.		16074										encounter								Biogram Image	cd31945d-a33c-4057-bd84-bd28ddc1bf21	gmw	Galaxy's Most Wanted		74	1															collector1	Collector 1	5				Attach to Collector.\n<b>Forced Interrupt:</b> When Collector would take any amount of damage, put this card faceup into The Collection → prevent all of that damage, then place threat on the main scheme equal to the amount prevented this way.					Illusion.	attachment
2										3				16075										encounter	<b>"No one can hide from me."</b>		7				True	Monarch Starstalker	470d1975-b14e-4d38-9e98-517220fe8be3	gmw	Galaxy's Most Wanted		75	1							2								collector1	Collector 1	6				Villainous. <i>(When this minion activates, give it a boost card.)</i>					Bounty Hunter.	minion
												If there are 3[per_hero] or fewer cards in The Collection, put the top card of your deck faceup into The Collection.		16076										encounter								Inconspicuous Box	8f1b3704-4c71-4223-9e46-239622dfed9d	gmw	Galaxy's Most Wanted		76	2															collector1	Collector 1	7				<b>When Revealed:</b> Put the lowest cost card you control faceup into The Collection. If you cannot, this card gains surge.						treachery
										2				16077										encounter								View the Cosmos	fe9470e2-fddf-44e5-b0f4-b17290321451	gmw	Galaxy's Most Wanted		77	2															collector1	Collector 1	9				<b>When Revealed:</b> Choose one:\n- Put the highest cost card from your hand faceup into The Collection.\n- Discard the highest cost card from your hand, then place threat on the main scheme equal to its printed cost.						treachery
										1				16078										encounter								Stay Awhile	756a6abf-16e8-4195-a7a6-17f3e79c8b5b	gmw	Galaxy's Most Wanted		78	2															collector1	Collector 1	11				<b>When Revealed (Alter-Ego):</b> Choose to either spend [physical][physical] resources or put the top card of your deck faceup into The Collection.\n<b>When Revealed (Hero):</b> Collector attacks you with +1 ATK. If you take any amount of damage from that attack, put the top card of your deck faceup into The Collection.						treachery
										1				16079										encounter								Caught Off Guard	cb73592a-53d6-4866-b7ab-125d975bcf21	gmw	Galaxy's Most Wanted		79	1															collector1	Collector 1	13				<b>When Revealed:</b> Discard an upgrade or support you control. If no cards were discarded this way, this card gains surge.						treachery
1		Collector gets +X SCH and +X ATK, where X is equal to the main scheme's current stage number.\n<b>Forced Interrupt:</b> When Collector would be defeated, remove 3[per_hero] threat from the main scheme and flip this card instead.		16080b										16080a						True				encounter			8	True			True	Collector	c18ab3d5-291e-48b6-b0e9-75b730ad21cd	gmw	Galaxy's Most Wanted		80	1						Collector gets +X SCH and +X ATK, where X is equal to the main scheme's current stage number.\n<b>Forced Interrupt:</b> When Collector would be defeated, remove 3[per_hero] threat from the main scheme and flip this card instead.	1								collector2	Collector 2	1		0							Elder.	villain
0														16080b						True				encounter	<b>"You're more wily than I gave you credit for. No matter. Let's try again."</b>		0	True			True	Collector	c18ab3d5-291e-48b6-b0e9-75b730ad21cd	gmw	Galaxy's Most Wanted		80	1							0								collector2	Collector 2	1		0		Collector cannot be defeated.\n<b>Forced Interrupt:</b> When the round ends, flip this card, then set Collector's hit point dial to his printed hit points.					Elder. Wounded.	villain
2		Collector gets +X SCH and +X ATK, where X is equal to the main scheme's current stage number.\n<b>Forced Interrupt:</b> When Collector would be defeated, remove 3[per_hero] threat from the main scheme and flip this card instead.		16081b										16081a						True				encounter			10	True			True	Collector	25d33bab-0ffa-4a49-8082-e65af59c2335	gmw	Galaxy's Most Wanted		81	1						Collector gets +X SCH and +X ATK, where X is equal to the main scheme's current stage number.\n<b>Forced Interrupt:</b> When Collector would be defeated, remove 3[per_hero] threat from the main scheme and flip this card instead.	2								collector2	Collector 2	2		0							Elder.	villain
2														16081b						True				encounter	<b>"You're more wily than I gave you credit for. No matter. Let's try again."</b>		0	True			True	Collector	25d33bab-0ffa-4a49-8082-e65af59c2335	gmw	Galaxy's Most Wanted		81	1							2								collector2	Collector 2	2		0		Collector cannot be defeated.\n<b>Forced Interrupt:</b> When the round ends, flip this card, then set Collector's hit point dial to his printed hit points.					Elder. Wounded.	villain
				16082b				0						16082a						True				encounter								The Missing Milano	2ec8d391-2690-4910-82e1-692015682f87	gmw	Galaxy's Most Wanted		82	1															collector2	Collector 2	3		1		<b>Contents:</b> Collector (A1) <i>(Collector (B1) instead for expert mode.)</i> Escape the Museum, Galactic Artifacts, Ship Command, and Standard encounter sets. One modular encounter set <i>(Menagerie Medley).</i>\n<b>Setup:</b> Put the Library Labyrinth environment into play. Set aside the Ship Command modular encounter set.	0					main_scheme
								7						16082b						True		1		encounter	<b><i>You've been trapped inside the Collector's museum. Before you can escape, you must first find the Milano.</i></b>							The Missing Milano	2ec8d391-2690-4910-82e1-692015682f87	gmw	Galaxy's Most Wanted		82	1															collector2	Collector 2	3		1		<b>Forced Interrupt:</b> When the last threat is removed from this scheme, advance to stage 2A <i>(the players win by advancing).</i>\n<b>If this stage is completed, the players lose the game.</b>	11					main_scheme
				16083b				0						16083a						True				encounter	<b><i>The Milano is being held in a massive container. You try to pry open the side, but ultimately resolve to smashing the glass as hard as you can.</i></b>							Lost in the Museum	ebc9f310-20b2-45fb-b6f4-b04225be0cba	gmw	Galaxy's Most Wanted		83	1															collector2	Collector 2	4		2		<b>When Revealed:</b> Put the set-aside Milano support from the Ship Command encounter set into play under the first player's control.	0					main_scheme
								11						16083b						True		1		encounter	<b><i>Now that you've broken the Milano out of its cage, use it to find the front door!</i></b>							Lost in the Museum	ebc9f310-20b2-45fb-b6f4-b04225be0cba	gmw	Galaxy's Most Wanted		83	1															collector2	Collector 2	4		2		<b>Forced Interrupt:</b> When the last threat is removed from this scheme, advance to stage 3A <i>(the players win by advancing).</i>\n<b>If this stage is completed, the players lose the game.</b>	15					main_scheme
				16084b				0						16084a						True				encounter	<b><i>You've found the exit! As the Milano bursts into space and readies its thrusters, you see the Museum Ship's cannons beginning to charge.</i></b>							The Great Escape	cc1a8b15-6270-45ef-a710-03130c6c1152	gmw	Galaxy's Most Wanted		84	1															collector2	Collector 2	5		3		<b>When Revealed:</b> Flip Library Labyrinth. Place 1 acceleration token on the main scheme. Shuffle the remaining cards from the set-aside Ship Command encounter set into the encounter deck.	0					main_scheme
								8						16084b						True		1		encounter	<b><i>Almost clear! Outrun the Museum Ship's cannons to make your final escape!</i></b>							The Great Escape	cc1a8b15-6270-45ef-a710-03130c6c1152	gmw	Galaxy's Most Wanted		84	1															collector2	Collector 2	5		3		<b>First Player Action:</b> Exhaust the Milano → remove 3 threat from here.\n<b>If there is no threat here, the players win the game.</b>\n<b>If this stage is completed, the players lose the game.</b>	12					main_scheme
				16085b										16085a						True				encounter	<b><i>The Collector's museum is a maze of miscellaneous trinkets from every culture and hapless creatures from every star system.</i></b>							Library Labyrinth	89bde368-ab43-4b9b-bd51-48246ee85c5d	gmw	Galaxy's Most Wanted		85	1															collector2	Collector 2	6				"<i>This way?</i>" — <b>Hero Action:</b> Deal yourself 1 facedown encounter card → remove 5 threat from the main scheme. (Limit once per round per player.)					Location.	environment
														16085b						True				encounter								Museum Ship	89bde368-ab43-4b9b-bd51-48246ee85c5d	gmw	Galaxy's Most Wanted		85	1															collector2	Collector 2	6				"<i>Hold on to your butts!</i>" — <b>Forced Interrupt:</b> Chen the villain phase begins, choose one:\n- Exhaust the Milano → assign 2[per_hero] indirect damage among players.\n- Assign 3[per_hero] indirect damage among players.					Aerial. Vehicle.	environment
										1		Give Collector a tough status card.		16086										encounter								"I Have You Now!"	4243690d-0a32-4091-85ce-4bab69ea4a4e	gmw	Galaxy's Most Wanted		86	3															collector2	Collector 2	7				<b>When Revealed (Alter-Ego):</b> Exhaust your identity. Collector schemes.\n<b>When Revealed (Hero):</b> You are stunned. Collector attacks you.						treachery
										1				16087										encounter	<b><i>"I… am… Groot???" — Groot</i></b>							Impossible Geometry	97bc8fc5-ed34-46c4-a47e-f0e66cf0fab4	gmw	Galaxy's Most Wanted		87	3															collector2	Collector 2	10				Incite 1. <i>(When revealed, place 1 threat on the main scheme.)</i>\n<b>When Revealed:</b> You are confused. If you are already confused, choose and discard 1 card you control.						treachery
2														16088										encounter			14	True			True	Nebula	1ce11d38-dd3c-4558-b52b-5643d04970dd	gmw	Galaxy's Most Wanted		88	1							1								nebula	Nebula	1		1		The first [[Technique]] attachment revealed each round gains surge.\n[star]<b>Forced Interrupt:</b> When Nebula initiates an activation against you, resolve the "<b>Special</b>" ability on each [[Technique]] attachment in play, then discard each of those attachments.					Criminal.	villain
2														16089										encounter			17	True			True	Nebula	c915d4ea-c157-485b-b854-ef16e81988ba	gmw	Galaxy's Most Wanted		89	1							2								nebula	Nebula	2		2		The first [[Technique]] attachment revealed each round gains surge.\n[star]<b>Forced Interrupt:</b> When Nebula initiates an activation against you, resolve the "<b>Special</b>" ability on each [[Technique]] attachment in play, then choose and discard 1 of those attachments.					Criminal.	villain
3														16090										encounter			20	True			True	Nebula	def69074-edb2-4922-9218-44726b17af56	gmw	Galaxy's Most Wanted		90	1							2								nebula	Nebula	3		3		The first [[Technique]] attachment revealed each round gains surge.\n[star]<b>Forced Interrupt:</b> When Nebula initiates an activation against you, resolve the "<b>Special</b>" ability on each [[Technique]] attachment in play. You may then remove the top card of your deck from the game to choose and discard 1 of those attachments.					Criminal.	villain
				16091b				0						16091a						True				encounter								The Art of Evasion	3d5f8cf4-9d76-4a23-9789-e0a17268ecc0	gmw	Galaxy's Most Wanted		91	1															nebula	Nebula	4		1		<b>Contents:</b> Nebula (I) and Nebula (II). <i>(Nebula (II) and Nebula (III) instead for expert mode.)</i> Nebula, Power Stone, Ship Command, and Standard encounter sets. One modular encounter set <i>(Space Pirates).</i>\n<b>Setup:</b> Put the Nebula's Ship environment and the Milano support into play. Attach the Power Stone to Nebula. Discard the top 2[per_hero] cards of the encounter deck, then attach each [[Technique]] attachment discarded this way to Nebula.	0					main_scheme
								2						16091b						True		-1		encounter	<b><i>You've tracked Nebula's location but she's trying desperately to get away. This may be your only chance to take the Power Stone from her.</i></b>							The Art of Evasion	3d5f8cf4-9d76-4a23-9789-e0a17268ecc0	gmw	Galaxy's Most Wanted		91	1															nebula	Nebula	4		1		X is equal to the number of evasion counters on Nebula's Ship.	6					main_scheme
				16092b				0						16092a						True				encounter	<b><i>With expert precision, Nebula's Ship pitches and yaws, outmaneuvering the Milano and putting Nebula just far enough away that she might have a chance to escape.</i></b>							Warp Drive Initiated	84ef5fa6-d390-433b-ac92-9095c3ff57f1	gmw	Galaxy's Most Wanted		92	1															nebula	Nebula	5		2		<b>When Revealed:</b> Place 2 evasion counters on Nebula's Ship. For each evasion counter on Nebula's Ship, discard the top 2 cards of each player deck and the encounter deck.	0					main_scheme
								3						16092b						True		-1		encounter	<b><i>Nebula's engines are primed and ready. Take them out before she warp jumps!</i></b>							Warp Drive Initiated	84ef5fa6-d390-433b-ac92-9095c3ff57f1	gmw	Galaxy's Most Wanted		92	1															nebula	Nebula	5		2		X is equal to the number of evasion counters on Nebula's Ship.\n<b>If this stage is completed, the players lose the game.</b>	9					main_scheme
														16093										encounter							True	Nebula's Ship	2cfe86ea-023c-40c4-bd72-8d933386ee9c	gmw	Galaxy's Most Wanted		93	1															nebula	Nebula	6				<b>Forced Interrupt:</b> When the villain phase begins, place 1 evasion counter here.\n<i>Shoot the Thrusters!</i> - <b>First Player Action:</b> Exhaust the Milano and spend up to 2 resources of any type → remove 1 evasion counter from here for each resource spent this way.					Aerial. Vehicle.	environment
												After this activation ends, attach this card to Nebula and resolve its <b>"Special"</b> ability.		16094										encounter								Cutthroat Ambition	d6d2ccab-502d-411f-88f4-93460dabef90	gmw	Galaxy's Most Wanted		94	2															nebula	Nebula	7				Attach to Nebula.\nNebula cannot take more than 5 damage from a single attack.\n<b>Special:</b> Place 1 threat on the main scheme.					Technique.	attachment
												After this activation ends, attach this card to Nebula and resolve its <b>"Special"</b> ability.		16095										encounter								Evasive Maneuvering	4f793b8f-787f-4a24-b13b-b4a3985e7247	gmw	Galaxy's Most Wanted		95	1															nebula	Nebula	9				Attach to Nebula.\nNebula gains stalwart.\n<b>Special:</b> You are stunned. If you are already stunned, give Nebula 1 facedown boost card.					Technique.	attachment
												After this activation ends, attach this card to Nebula and resolve its <b>"Special"</b> ability.		16096										encounter								Unyielding Persistence	8caacfe1-474c-499d-b277-3dd03bc747d6	gmw	Galaxy's Most Wanted		96	1															nebula	Nebula	10				Attach to Nebula.\nNebula gains stalwart.\n<b>Special:</b> Give Nebula a tough status card. If Nebula already has a tough status card, give Nebula 1 facedown boost card.					Technique.	attachment
												After this activation ends, attach this card to Nebula and resolve its <b>"Special"</b> ability.		16097										encounter								Weapon Mastery	670f8912-5378-4acf-9737-2b33e282e361	gmw	Galaxy's Most Wanted		97	2															nebula	Nebula	11				Attach to Nebula.\nNebula gains retaliate 1.\n<b>Special:</b> Take 1 damage.					Technique.	attachment
												After this activation ends, attach this card to Nebula and resolve its <b>"Special"</b> ability.		16098										encounter								Wide Stance	e568b1a5-1874-4b40-be6e-7b7d2990d2eb	gmw	Galaxy's Most Wanted		98	2															nebula	Nebula	13				Attach to Nebula.\nReduce the amount of damage Nebula takes from each attack by 1.\n<b>Special:</b> Discard 1 card at random from your hand.					Technique.	attachment
								2						16099										encounter								Lethal Intent	73e43852-3b7f-4fb7-9f28-4e901fa17281	gmw	Galaxy's Most Wanted		99	2													1		nebula	Nebula	15				<b>When Revealed:</b> Discard cards from the top of the encounter deck until a [[Technique]] attachment is discarded. Reveal that card.						side_scheme
										1		Place 1 evasion counter on Nebula's Ship.		16100										encounter								Barrel Roll	fdde7089-045a-4504-bcd6-07d7c299903b	gmw	Galaxy's Most Wanted		100	2															nebula	Nebula	17				Incite 1. Surge.\n<b>When Revealed:</b> Place 1 evasion counter on Nebula's Ship.						treachery
										2				16101										encounter	<b><i>"I'll never be finished until I've gotten what I want." — Nebula</i></b>							Combat Ready	b44c1182-fa91-4313-b9e3-e78f63011dd4	gmw	Galaxy's Most Wanted		101	2															nebula	Nebula	19				<b>When Revealed:</b> Discard cards from the top of the encounter deck until a [[Technique]] attachment is discarded. Reveal that card, then resolve its <b>"Special"</b> ability.						treachery
										2				16102										encounter								Ruthless	bb79ddd3-d5ff-49f2-a089-c9fe8b4848b3	gmw	Galaxy's Most Wanted		102	2															nebula	Nebula	21				<b>When Revealed (Alter-Ego):</b> Nebula schemes. If threat is placed by this activation, place 1 evasion counter on Nebula's Ship.\n<b>When Revealed (Hero):</b> Nebula attacks you. If damage is dealt by this activation, place 1 evasion counter on Nebula's Ship.						treachery
2														16103										encounter	<b><i>"There is no discussion, no debate. You are guilty."</i></b>		14	True			True	Ronan the Accuser	b5a4e498-626e-4726-90fa-9ce211d6b04f	gmw	Galaxy's Most Wanted		103	1							2								ronan	Ronan	1		1		Toughness.\n[star]<b>Forced Interrupt:</b> When Ronan the Accuser activates against you, give him 1 additional boost card if you control the Power Stone.					Accuser Corps. Kree.	villain
3														16104										encounter			18	True			True	Ronan the Accuser	106f4217-c861-456d-b2d7-4aa3d08938f8	gmw	Galaxy's Most Wanted		104	1							2								ronan	Ronan	2		2		Toughness.\n<b>When Revealed:</b> Search the encounter deck and discard pile for the Cut the Power side scheme and reveal it. <i>(Shuffle.)</i>\n[star]<b>Forced Interrupt:</b> When Ronan the Accuser activates against you, give him 1 additional boost card if you control the Power Stone.					Accuser Corps. Kree.	villain
4														16105										encounter			25	True			True	Ronan the Accuser	094767b3-dbf0-4529-b50a-f4083f2acb34	gmw	Galaxy's Most Wanted		105	1							3								ronan	Ronan	3		3		Retaliate 1. Toughness.\n<b>When Revealed:</b> Search the encounter deck and discard pile for the Superior Tactics side scheme and reveal it. <i>(Shuffle.)</i>\n[star]<b>Forced Interrupt:</b> When Ronan the Accuser activates against you, give him 1 additional boost card if you control the Power Stone.					Accuser Corps. Kree.	villain
				16106b				0						16106a						True				encounter								Interception Imminent	ac9e35f9-fd37-4bc5-ad25-0853ee2be8c8	gmw	Galaxy's Most Wanted		106	1															ronan	Ronan	4		1		<b>Contents:</b> Ronan the Accuser (I) and Ronan the Accuser (II). <i>(Ronan the Accuser (II) and Ronan the Accuser (III) instead for expert mode.)</i> Ronan the Accuser, Power Stone, Ship Command, and Standard encounter sets. One modular encounter set <i>(Kree Militants).</i>\n<b>Setup:</b> Put the Kree Command Ship environment and the Milano support into play. Attach the Universal Weapon to Ronan the Accuser. Attach the Power Stone to the first player.	0					main_scheme
								2						16106b						True		2		encounter	<b><i>Ronan the Accuser's forces have ambushed the Milano, aiming to steal the Power Stone. With some quick wit and expert piloting, you may be able to halt their advance.</i></b>							Interception Imminent	ac9e35f9-fd37-4bc5-ad25-0853ee2be8c8	gmw	Galaxy's Most Wanted		106	1															ronan	Ronan	4		1		<b>First Player Action:</b> Exhaust the Milano → remove 3 threat from this scheme.	7					main_scheme
				16107b				0						16107a						True				encounter	<b><i>Ronan the Accuser's ship has docked with yours. Boarding the Milano, he makes one strike of his Universal Weapon to knock you off your feet. Before you're able to recover, he grabs the Power Stone.</i></b>							"Take What Is Mine"	d7410353-e0aa-4796-b9bc-078f999e26f6	gmw	Galaxy's Most Wanted		107	1															ronan	Ronan	5		2		<b>When Revealed:</b> Attach the Power Stone to Ronan the Accuser. If it is already attached to him, give him 1 facedown boost card.	0					main_scheme
								1						16107b						True		2		encounter	<b><i>Ronan the Accuser holds the Power Stone! Wrest it from his control before it's too late.</i></b>							"Take What Is Mine"	d7410353-e0aa-4796-b9bc-078f999e26f6	gmw	Galaxy's Most Wanted		107	1															ronan	Ronan	5		2		While the Power Stone is attached to Ronan the Accuser, threat cannot be removed from this scheme.\n<b>If this stage is completed, the players lose the game.</b>	10					main_scheme
														16108										encounter							True	Kree Command Ship	31ca39d5-ecd4-402a-a751-6f1b6814b436	gmw	Galaxy's Most Wanted		108	1													1		ronan	Ronan	6				<b>First Player Interrupt:</b> When a treachery card is revealed from the encounter deck, exhaust the Milano and spend 1 resource of any type → cancel that card's <b>"When Revealed" effects.					Aerial. Vehicle.	environment
												Attach Universal Weapon to Ronan the Accuser.		16109										encounter							True	Universal Weapon	f429cbf9-3426-4d92-91c0-b276450fbb37	gmw	Galaxy's Most Wanted		109	1															ronan	Ronan	7				Attach to Ronan the Accuser.\nRonan the Accuser gains stalwart.\n<b>Hero Action:</b> Take 2 damage and deal yourself 1 facedown encounter card → shuffle Universal Weapon into the encounter deck.					Weapon.	attachment
										2				16110										encounter								Fanaticism	35c6958f-d44d-43f0-bc01-54bb9e94d107	gmw	Galaxy's Most Wanted		110	2															ronan	Ronan	8				Surge.\nAttach to Ronan the Accuser. Uses (1 fury counter, plus 1[per_hero] additional fury counters).\n[star]<b>Forced Interrupt:</b> When Ronan the Accuser attacks you, that attack gains overkill and piercing. At the end of that attack, remove 1 fury counter from here.					Condition.	attachment
								3				Choose to either exhaust the Milano or place 2 threat on the main scheme.		16111										encounter								Cut the Power	6566139b-944a-4412-9ae0-73d291076926	gmw	Galaxy's Most Wanted		111	1												1			ronan	Ronan	10										side_scheme
								3	True	3				16112										encounter								Pincer Maneuver	6d28c19b-a788-4b86-a808-15d28ec345e4	gmw	Galaxy's Most Wanted		112	2									2						ronan	Ronan	11				Hinder 2[per_hero] <i>(When revealed, place 2[per_hero] threat here.)</i>.\n<b>First Player Action:</b> Exhaust the Milano → remove 3 threat from this scheme.						side_scheme
								2		2				16113										encounter	<b><i>Ronan the Accuser's advanced Kree training and fanatical determination make him an opponent like no other.</i></b>							Superior Tactics	fbc9e9bd-fa15-4699-86b4-eeb46d7c9fde	gmw	Galaxy's Most Wanted		113	1															ronan	Ronan	13				The Power Stone cannot be unattached from Ronan the Accuser.\n<b>When Revealed:</b> Attach the Power Stone to Ronan the Accuser. If it is already attached to him, place 1[per_hero] threat here.						side_scheme
												Attache the Power Stone to Ronan the Accuser.		16114										encounter								Single-Minded Fury	9b784508-02c2-4dee-a573-5293077c23e4	gmw	Galaxy's Most Wanted		114	2															ronan	Ronan	14				<b>When Revealed:</b> Ronan the Accuser attacks the player who controls the Power Stone <i>(even if that player is in alter-ego form).</i> If no attack was made this way, this card gains surge.						treachery
										1				16115										encounter	<b><i>"Kneel before me!" — Ronan the Accuser</i></b>							Kree Physiology	5aa3f3df-2ab9-4efe-a284-821daf0e34fe	gmw	Galaxy's Most Wanted		115	2															ronan	Ronan	16				Surge.\n<b>When Revealed:</b> Give Ronan the Accuser a tough status card. If he already has a tough status card, take 1 damage.						treachery
										1		Give the villain 1 additional boost card for this activation.		16116										encounter								"You Stand Accused!"	53269850-9178-483f-b340-0ab0f1a65197	gmw	Galaxy's Most Wanted		116	3															ronan	Ronan	18				<b>When Revealed (Alter-Ego):</b> Ronan the Accuser schemes with +1 SCH.\n<b>When Revealed (Hero):</b> Ronan the Accuser attacks you with +1 ATK.						treachery
1												If this activation is an attack, this attack gains overkill, piercing, and ranged.		16117										encounter			1					Badoon Assassin	7fa3e620-0475-4bed-9e93-174fc07fe0d1	gmw	Galaxy's Most Wanted		117	2							1								band_of_badoon	Band Of Badoon	1				<b>Forced Response:</b> After Badoon Assassin engages your hero, it attacks you with +2 ATK.					Badoon.	minion
2												Put Badoon Grunt into play engaged with you.		16118										encounter			2					Badoon Grunt	7051a474-e86e-4658-817a-2c002baf0d42	gmw	Galaxy's Most Wanted		118	3							2								band_of_badoon	Band Of Badoon	3				<b>Forced Response:</b> After Badoon Grunt engages you, if there are no other minions engaged with you, deal yourself 1 facedown encounter card.					Badoon.	minion
2										1		If this activation is a scheme, this card gets +2 boost icons ([boost][boost]) for this activation.		16119										encounter			6					Badoon Lieutenant	6852e1b0-549d-4daa-8ae7-6e3e4c148d40	gmw	Galaxy's Most Wanted		119	1							2								band_of_badoon	Band Of Badoon	6				Patrol. <i>(While this minion is engaged with you, you cannot thwart the main scheme.)</i>					Badoon.	minion
